Hugo_Symbol	refseq.ID	protein.ID	aa.length
CHD1	NM_001270	NP_001261	1710
CHD1L	NM_004284	NP_004275	897
CHD2	NM_001271	NP_001262	1828
CHD3	NM_001005271	NP_001005271	2059
CHD4	NM_001273	NP_001264	1912
CHD5	NM_015557	NP_056372	1954
CHD6	NM_032221	NP_115597	2715
CHD7	NM_017780	NP_060250	2997
CHD8	NM_001170629	NP_001164100	2581
CHD9	NM_025134	NP_079410	2881
CHDH	NM_018397	NP_060867	594
CHEK1	NM_001114121	NP_001107593	476
CHEK2	NM_001005735	NP_001005735	586
CHERP	NM_006387	NP_006378	916
CHFR	NM_001161344	NP_001154816	664
CHGA	NM_001275	NP_001266	457
CHGB	NM_001819	NP_001810	677
CHI3L1	NM_001276	NP_001267	383
CHI3L2	NM_004000	NP_003991	390
CHIA	NM_201653	NP_970615	476
CHIC1	NM_001039840	NP_001034929	224
CHIC2	NM_012110	NP_036242	165
CHID1	NM_001142676	NP_001136148	418
CHIT1	NM_003465	NP_003456	466
CHKA	NM_001277	NP_001268	457
CHKB	NM_005198	NP_005189	395
CHL1	NM_006614	NP_006605	1224
CHM	NM_000390	NP_000381	653
CHML	NM_001821	NP_001812	656
CHMP1A	NM_002768	NP_002759	196
CHMP1B	NM_020412	NP_065145	199
CHMP2A	NM_198426	NP_940818	222
CHMP2B	NM_014043	NP_054762	213
CHMP3	NM_016079	NP_057163	222
CHMP4A	NM_014169	NP_054888	265
CHMP4B	NM_176812	NP_789782	224
CHMP4C	NM_152284	NP_689497	233
CHMP5	NM_016410	NP_057494	219
CHMP6	NM_024591	NP_078867	201
CHMP7	NM_152272	NP_689485	453
CHN1	NM_001822	NP_001813	459
CHN2	NM_004067	NP_004058	468
CHODL	NM_024944	NP_079220	273
CHORDC1	NM_012124	NP_036256	332
CHP1	NM_007236	NP_009167	195
CHP2	NM_022097	NP_071380	196
CHPF	NM_024536	NP_078812	775
CHPF2	NM_019015	NP_061888	772
CHPT1	NM_020244	NP_064629	406
CHRAC1	NM_017444	NP_059140	131
CHRD	NM_003741	NP_003732	955
CHRDL1	NM_001143981	NP_001137453	458
CHRDL2	NM_015424	NP_056239	451
CHRFAM7A	NM_139320	NP_647536	412
CHRM1	NM_000738	NP_000729	460
CHRM2	NM_000739	NP_000730	466
CHRM3	NM_000740	NP_000731	590
CHRM4	NM_000741	NP_000732	479
CHRM5	NM_012125	NP_036257	532
CHRNA1	NM_001039523	NP_001034612	482
CHRNA10	NM_020402	NP_065135	450
CHRNA2	NM_000742	NP_000733	529
CHRNA3	NM_000743	NP_000734	505
CHRNA4	NM_000744	NP_000735	627
CHRNA5	NM_000745	NP_000736	468
CHRNA6	NM_004198	NP_004189	494
CHRNA7	NM_001190455	NP_001177384	531
CHRNA9	NM_017581	NP_060051	479
CHRNB1	NM_000747	NP_000738	501
CHRNB2	NM_000748	NP_000739	502
CHRNB3	NM_000749	NP_000740	458
CHRNB4	NM_000750	NP_000741	498
CHRND	NM_000751	NP_000742	517
CHRNE	NM_000080	NP_000071	493
CHRNG	NM_005199	NP_005190	517
CHST1	NM_003654	NP_003645	411
CHST10	NM_004854	NP_004845	356
CHST11	NM_018413	NP_060883	352
CHST12	NM_018641	NP_061111	414
CHST13	NM_152889	NP_690849	341
CHST14	NM_130468	NP_569735	376
CHST15	NM_015892	NP_056976	561
CHST2	NM_004267	NP_004258	530
CHST3	NM_004273	NP_004264	479
CHST4	NM_001166395	NP_001159867	386
CHST5	NM_024533	NP_078809	411
CHST6	NM_021615	NP_067628	395
CHST8	NM_001127895	NP_001121367	424
CHST9	NM_031422	NP_113610	443
CHSY1	NM_014918	NP_055733	802
CHSY3	NM_175856	NP_787052	882
CHTF18	NM_022092	NP_071375	975
CHTF8	NM_001039690	NP_001034779	121
CHTOP	NM_001206612	NP_001193541	249
CHUK	NM_001278	NP_001269	745
CHURC1	NM_145165	NP_660148	140
CHURC1-FNTB	NM_001202559	NP_001189488	498
CIAO1	NM_004804	NP_004795	339
CIAPIN1	NM_020313	NP_064709	312
CIB1	NM_006384	NP_006375	191
CIB2	NM_006383	NP_006374	187
CIB3	NM_054113	NP_473454	187
CIB4	NM_001029881	NP_001025052	185
CIC	NM_015125	NP_055940	1608
CIDEA	NM_001279	NP_001270	219
CIDEB	NM_014430	NP_055245	219
CIDEC	NM_001199623	NP_001186552	251
CIITA	NM_000246	NP_000237	1130
CILP	NM_003613	NP_003604	1184
CILP2	NM_153221	NP_694953	1156
CIR1	NM_004882	NP_004873	450
CIRBP	NM_001280	NP_001271	172
CIRH1A	NM_032830	NP_116219	686
CISD1	NM_018464	NP_060934	108
CISD2	NM_001008388	NP_001008389	135
CISD3	NM_001136498	NP_001129970	127
CISH	NM_013324	NP_037456	275
CIT	NM_001206999	NP_001193928	2069
CITED1	NM_001144885	NP_001138357	219
CITED2	NM_001168389	NP_001161861	275
CITED4	NM_133467	NP_597724	184
CIZ1	NM_001257975	NP_001244904	954
CKAP4	NM_006825	NP_006816	602
CKAP5	NM_001008938	NP_001008938	2032
CKB	NM_001823	NP_001814	381
CKLF	NM_016951	NP_058647	152
CKM	NM_001824	NP_001815	381
CKMT1A	NM_001015001	NP_001015001	417
CKMT1B	NM_020990	NP_066270	417
CKMT2	NM_001825	NP_001816	419
CKS1B	NM_001826	NP_001817	79
CKS2	NM_001827	NP_001818	79
CLASP1	NM_015282	NP_056097	1538
CLASP2	NM_015097	NP_055912	1515
CLASRP	NM_007056	NP_008987	674
CLC	NM_001828	NP_001819	142
CLCA1	NM_001285	NP_001276	914
CLCA2	NM_006536	NP_006527	943
CLCA4	NM_012128	NP_036260	919
CLCC1	NM_001048210	NP_001041675	551
CLCF1	NM_013246	NP_037378	225
CLCN1	NM_000083	NP_000074	988
CLCN2	NM_004366	NP_004357	898
CLCN3	NM_173872	NP_776297	866
CLCN4	NM_001830	NP_001821	760
CLCN5	NM_001127898	NP_001121370	816
CLCN6	NM_001286	NP_001277	869
CLCN7	NM_001287	NP_001278	805
CLCNKA	NM_004070	NP_004061	687
CLCNKB	NM_000085	NP_000076	687
CLDN1	NM_021101	NP_066924	211
CLDN10	NM_006984	NP_008915	228
CLDN11	NM_005602	NP_005593	207
CLDN14	NM_144492	NP_652763	239
CLDN15	NM_014343	NP_055158	228
CLDN16	NM_006580	NP_006571	305
CLDN17	NM_012131	NP_036263	224
CLDN18	NM_001002026	NP_001002026	261
CLDN19	NM_148960	NP_683763	224
CLDN2	NM_020384	NP_065117	230
CLDN20	NM_001001346	NP_001001346	219
CLDN22	NM_001111319	NP_001104789	220
CLDN23	NM_194284	NP_919260	292
CLDN24	NM_001185149	NP_001172078	220
CLDN3	NM_001306	NP_001297	220
CLDN4	NM_001305	NP_001296	209
CLDN5	NM_003277	NP_003268	303
CLDN6	NM_021195	NP_067018	220
CLDN7	NM_001307	NP_001298	211
CLDN8	NM_199328	NP_955360	225
CLDN9	NM_020982	NP_066192	217
CLDND1	NM_001040182	NP_001035272	276
CLDND2	NM_152353	NP_689566	167
CLEC10A	NM_182906	NP_878910	316
CLEC11A	NM_002975	NP_002966	323
CLEC12A	NM_001207010	NP_001193939	275
CLEC12B	NM_001129998	NP_001123470	276
CLEC14A	NM_175060	NP_778230	490
CLEC16A	NM_015226	NP_056041	1053
CLEC17A	NM_001204118	NP_001191047	378
CLEC18A	NM_001136214	NP_001129686	446
CLEC18B	NM_001011880	NP_001011880	455
CLEC18C	NM_173619	NP_775890	446
CLEC19A	NM_001256720	NP_001243649	186
CLEC1A	NM_016511	NP_057595	280
CLEC1B	NM_016509	NP_057593	229
CLEC2A	NM_001130711	NP_001124183	174
CLEC2B	NM_005127	NP_005118	149
CLEC2D	NM_001004419	NP_001004419	194
CLEC2L	NM_001080511	NP_001073980	214
CLEC3A	NM_005752	NP_005743	206
CLEC3B	NM_003278	NP_003269	202
CLEC4A	NM_016184	NP_057268	237
CLEC4C	NM_130441	NP_569708	213
CLEC4D	NM_080387	NP_525126	215
CLEC4E	NM_014358	NP_055173	219
CLEC4F	NM_173535	NP_775806	589
CLEC4G	NM_198492	NP_940894	293
CLEC4M	NM_014257	NP_055072	399
CLEC5A	NM_013252	NP_037384	188
CLEC6A	NM_001007033	NP_001007034	209
CLEC7A	NM_197947	NP_922938	247
CLEC9A	NM_207345	NP_997228	241
CLECL1	NM_001253750	NP_001240679	191
CLGN	NM_004362	NP_004353	610
CLHC1	NM_152385	NP_689598	586
CLIC1	NM_001288	NP_001279	241
CLIC2	NM_001289	NP_001280	247
CLIC3	NM_004669	NP_004660	236
CLIC4	NM_013943	NP_039234	253
CLIC5	NM_001114086	NP_001107558	410
CLIC6	NM_053277	NP_444507	686
CLINT1	NM_001195555	NP_001182484	643
CLIP1	NM_001247997	NP_001234926	1438
CLIP2	NM_003388	NP_003379	1046
CLIP3	NM_015526	NP_056341	547
CLIP4	NM_024692	NP_078968	705
CLK1	NM_001162407	NP_001155879	526
CLK2	NM_003993	NP_003984	498
CLK3	NM_001130028	NP_001123500	638
CLK4	NM_020666	NP_065717	481
CLMN	NM_024734	NP_079010	1002
CLMP	NM_024769	NP_079045	373
CLN3	NM_001042432	NP_001035897	438
CLN8	NM_018941	NP_061764	286
CLNK	NM_052964	NP_443196	428
CLNS1A	NM_001293	NP_001284	237
CLOCK	NM_001267843	NP_001254772	846
CLP1	NM_006831	NP_006822	425
CLPB	NM_030813	NP_110440	707
CLPP	NM_006012	NP_006003	277
CLPS	NM_001832	NP_001823	112
CLPSL1	NM_001010886	NP_001010886	121
CLPSL2	NM_207409	NP_997292	100
CLPTM1	NM_001294	NP_001285	669
CLPTM1L	NM_030782	NP_110409	538
CLPX	NM_006660	NP_006651	633
CLRN3	NM_152311	NP_689524	226
CLSTN1	NM_001009566	NP_001009566	981
CLSTN2	NM_022131	NP_071414	955
CLSTN3	NM_014718	NP_055533	956
CLTA	NM_007096	NP_009027	248
CLTB	NM_007097	NP_009028	229
CLTC	NM_004859	NP_004850	1675
CLTCL1	NM_007098	NP_009029	1640
CLU	NM_001831	NP_001822	449
CLUAP1	NM_015041	NP_055856	413
CLUL1	NM_199167	NP_954636	466
CLVS1	NM_173519	NP_775790	354
CLVS2	NM_001010852	NP_001010852	327
CLYBL	NM_206808	NP_996531	340
CMA1	NM_001836	NP_001827	247
CMAS	NM_018686	NP_061156	434
CMBL	NM_138809	NP_620164	245
CMC1	NM_182523	NP_872329	106
CMC2	NM_020188	NP_064573	79
CMC4	NM_001018024	NP_001018024	68
CMIP	NM_198390	NP_938204	773
CMKLR1	NM_001142343	NP_001135815	373
CMPK1	NM_016308	NP_057392	228
CMPK2	NM_207315	NP_997198	449
CMSS1	NM_032359	NP_115735	279
CMTM1	NM_052999	NP_443725	286
CMTM2	NM_144673	NP_653274	248
CMTM3	NM_144601	NP_653202	182
CMTM4	NM_178818	NP_848933	234
CMTM5	NM_138460	NP_612469	156
CMTM6	NM_017801	NP_060271	183
CMTM7	NM_138410	NP_612419	175
CMTM8	NM_178868	NP_849199	173
CMYA5	NM_153610	NP_705838	4069
CNBD1	NM_173538	NP_775809	436
CNBD2	NM_080834	NP_543024	572
CNBP	NM_001127192	NP_001120664	179
CNDP1	NM_032649	NP_116038	507
CNDP2	NM_018235	NP_060705	475
CNEP1R1	NM_153261	NP_694993	142
CNFN	NM_032488	NP_115877	112
CNGA1	NM_001142564	NP_001136036	759
CNGA2	NM_005140	NP_005131	664
CNGA3	NM_001298	NP_001289	694
CNGA4	NM_001037329	NP_001032406	575
CNGB1	NM_001297	NP_001288	1251
CNGB3	NM_019098	NP_061971	809
CNIH	NM_005776	NP_005767	144
CNIH2	NM_182553	NP_872359	160
CNIH3	NM_152495	NP_689708	160
CNIH4	NM_014184	NP_054903	139
CNKSR1	NM_006314	NP_006305	713
CNKSR2	NM_014927	NP_055742	1034
CNKSR3	NM_173515	NP_775786	555
CNN1	NM_001299	NP_001290	297
CNN2	NM_004368	NP_004359	309
CNN3	NM_001839	NP_001830	329
CNNM1	NM_020348	NP_065081	951
CNNM2	NM_017649	NP_060119	875
CNNM3	NM_017623	NP_060093	707
CNNM4	NM_020184	NP_064569	775
CNOT1	NM_016284	NP_057368	2376
CNOT2	NM_014515	NP_055330	540
CNOT3	NM_014516	NP_055331	753
CNOT4	NM_001190850	NP_001177779	713
CNOT6	NM_015455	NP_056270	557
CNOT6L	NM_144571	NP_653172	555
CNOT7	NM_013354	NP_037486	285
CNOT8	NM_004779	NP_004770	292
CNP	NM_033133	NP_149124	421
CNPPD1	NM_015680	NP_056495	410
CNPY1	NM_001103176	NP_001096646	92
CNPY2	NM_014255	NP_055070	182
CNPY3	NM_006586	NP_006577	278
CNPY4	NM_152755	NP_689968	248
CNR1	NM_016083	NP_057167	472
CNR2	NM_001841	NP_001832	360
CNRIP1	NM_015463	NP_056278	164
CNTD1	NM_173478	NP_775749	330
CNTD2	NM_024877	NP_079153	307
CNTF	NM_000614	NP_000605	200
CNTFR	NM_001842	NP_001833	372
CNTLN	NM_017738	NP_060208	1406
CNTN1	NM_001843	NP_001834	1018
CNTN2	NM_005076	NP_005067	1040
CNTN3	NM_020872	NP_065923	1028
CNTN4	NM_175607	NP_783200	1026
CNTN5	NM_014361	NP_055176	1100
CNTN6	NM_014461	NP_055276	1028
CNTNAP1	NM_003632	NP_003623	1384
CNTNAP2	NM_014141	NP_054860	1331
CNTNAP3	NM_033655	NP_387504	1288
CNTNAP3B	NM_001201380	NP_001188309	1288
CNTNAP4	NM_033401	NP_207837	1308
CNTNAP5	NM_130773	NP_570129	1306
CNTRL	NM_007018	NP_008949	2325
CNTROB	NM_001037144	NP_001032221	925
COA1	NM_018224	NP_060694	146
COA3	NM_001040431	NP_001035521	106
COA4	NM_016565	NP_057649	87
COA5	NM_001008215	NP_001008216	74
COA6	NM_001012985	NP_001013003	125
COASY	NM_001042532	NP_001035997	593
COBL	NM_015198	NP_056013	1261
COBLL1	NM_014900	NP_055715	1166
COBRA1	NM_015456	NP_056271	580
COCH	NM_004086	NP_004077	550
COG1	NM_018714	NP_061184	980
COG2	NM_007357	NP_031383	738
COG3	NM_031431	NP_113619	828
COG4	NM_015386	NP_056201	789
COG5	NM_006348	NP_006339	860
COG6	NM_020751	NP_065802	657
COG7	NM_153603	NP_705831	770
COG8	NM_032382	NP_115758	612
COL10A1	NM_000493	NP_000484	680
COL11A1	NM_080629	NP_542196	1818
COL11A2	NM_080680	NP_542411	1736
COL12A1	NM_004370	NP_004361	3063
COL13A1	NM_001130103	NP_001123575	717
COL14A1	NM_021110	NP_066933	1796
COL15A1	NM_001855	NP_001846	1388
COL16A1	NM_001856	NP_001847	1604
COL18A1	NM_030582	NP_085059	1516
COL19A1	NM_001858	NP_001849	1142
COL1A1	NM_000088	NP_000079	1464
COL1A2	NM_000089	NP_000080	1366
COL20A1	NM_020882	NP_065933	1284
COL21A1	NM_030820	NP_110447	957
COL22A1	NM_152888	NP_690848	1626
COL23A1	NM_173465	NP_775736	540
COL24A1	NM_152890	NP_690850	1714
COL25A1	NM_198721	NP_942014	654
COL27A1	NM_032888	NP_116277	1860
COL28A1	NM_001037763	NP_001032852	1125
COL2A1	NM_001844	NP_001835	1487
COL3A1	NM_000090	NP_000081	1466
COL4A1	NM_001845	NP_001836	1669
COL4A2	NM_001846	NP_001837	1712
COL4A3	NM_000091	NP_000082	1670
COL4A3BP	NM_001130105	NP_001123577	752
COL4A4	NM_000092	NP_000083	1690
COL4A5	NM_033380	NP_203699	1691
COL4A6	NM_001847	NP_001838	1691
COL5A1	NM_000093	NP_000084	1838
COL5A2	NM_000393	NP_000384	1499
COL5A3	NM_015719	NP_056534	1745
COL6A1	NM_001848	NP_001839	1028
COL6A2	NM_001849	NP_001840	1019
COL6A3	NM_004369	NP_004360	3177
COL6A5	NM_153264	NP_694996	2526
COL6A6	NM_001102608	NP_001096078	2263
COL7A1	NM_000094	NP_000085	2944
COL8A1	NM_001850	NP_001841	744
COL8A2	NM_005202	NP_005193	703
COL9A1	NM_001851	NP_001842	921
COLEC10	NM_006438	NP_006429	277
COLEC11	NM_001255985	NP_001242914	285
COLEC12	NM_130386	NP_569057	742
COLQ	NM_005677	NP_005668	455
COMMD1	NM_152516	NP_689729	190
COMMD10	NM_016144	NP_057228	202
COMMD2	NM_016094	NP_057178	199
COMMD3	NM_012071	NP_036203	195
COMMD3-BMI1	NM_001204062	NP_001190991	469
COMMD4	NM_017828	NP_060298	199
COMMD5	NM_014066	NP_054785	224
COMMD6	NM_203497	NP_987093	98
COMMD7	NM_053041	NP_444269	200
COMMD8	NM_017845	NP_060315	183
COMMD9	NM_014186	NP_054905	198
COMP	NM_000095	NP_000086	757
COMT	NM_000754	NP_000745	271
COMTD1	NM_144589	NP_653190	262
COPA	NM_001098398	NP_001091868	1233
COPB1	NM_016451	NP_057535	953
COPB2	NM_004766	NP_004757	906
COPE	NM_007263	NP_009194	308
COPG1	NM_016128	NP_057212	874
COPG2	NM_012133	NP_036265	871
COPS2	NM_001143887	NP_001137359	450
COPS3	NM_003653	NP_003644	423
COPS4	NM_016129	NP_057213	406
COPS5	NM_006837	NP_006828	334
COPS6	NM_006833	NP_006824	327
COPS7A	NM_001164095	NP_001157567	275
COPS7B	NM_022730	NP_073567	264
COPS8	NM_006710	NP_006701	209
COPZ1	NM_016057	NP_057141	177
COPZ2	NM_016429	NP_057513	210
COQ10A	NM_144576	NP_653177	247
COQ10B	NM_025147	NP_079423	238
COQ2	NM_015697	NP_056512	421
COQ3	NM_017421	NP_059117	369
COQ4	NM_016035	NP_057119	265
COQ5	NM_032314	NP_115690	327
COQ6	NM_182476	NP_872282	468
COQ7	NM_016138	NP_057222	217
COQ9	NM_020312	NP_064708	318
CORIN	NM_006587	NP_006578	1042
CORO1A	NM_007074	NP_009005	461
CORO1B	NM_001018070	NP_001018080	489
CORO1C	NM_014325	NP_055140	474
CORO2A	NM_052820	NP_438171	525
CORO2B	NM_006091	NP_006082	480
CORO6	NM_032854	NP_116243	472
CORO7	NM_024535	NP_078811	925
CORO7-PAM16	NM_001201479	NP_001188408	1048
CORT	NM_001302	NP_001293	105
COTL1	NM_021149	NP_066972	142
COX10	NM_001303	NP_001294	443
COX11	NM_004375	NP_004366	276
COX15	NM_078470	NP_510870	410
COX16	NM_016468	NP_057552	106
COX17	NM_005694	NP_005685	63
COX18	NM_173827	NP_776188	333
COX19	NM_001031617	NP_001026788	90
COX20	NM_198076	NP_932342	118
COX4I1	NM_001861	NP_001852	169
COX4I2	NM_032609	NP_115998	171
COX5A	NM_004255	NP_004246	150
COX5B	NM_001862	NP_001853	129
COX6A1	NM_004373	NP_004364	109
COX6A2	NM_005205	NP_005196	97
COX6B1	NM_001863	NP_001854	86
COX6B2	NM_144613	NP_653214	88
COX6C	NM_004374	NP_004365	75
COX7A1	NM_001864	NP_001855	79
COX7A2	NM_001865	NP_001856	115
COX7A2L	NM_004718	NP_004709	114
COX7B	NM_001866	NP_001857	80
COX7B2	NM_130902	NP_570972	81
COX7C	NM_001867	NP_001858	63
COX8A	NM_004074	NP_004065	69
COX8C	NM_182971	NP_892016	72
CP	NM_000096	NP_000087	1065
CPA1	NM_001868	NP_001859	419
CPA2	NM_001869	NP_001860	419
CPA3	NM_001870	NP_001861	417
CPA4	NM_016352	NP_057436	421
CPA5	NM_080385	NP_525124	436
CPA6	NM_020361	NP_065094	437
CPAMD8	NM_015692	NP_056507	1932
CPB1	NM_001871	NP_001862	417
CPB2	NM_001872	NP_001863	423
CPD	NM_001304	NP_001295	1380
CPE	NM_001873	NP_001864	476
CPEB1	NM_030594	NP_085097	561
CPEB2	NM_001177382	NP_001170853	1034
CPEB3	NM_014912	NP_055727	698
CPEB4	NM_030627	NP_085130	729
CPED1	NM_024913	NP_079189	1026
CPLX1	NM_006651	NP_006642	134
CPLX2	NM_001008220	NP_001008221	134
CPLX3	NM_001030005	NP_001025176	158
CPLX4	NM_181654	NP_857637	160
CPM	NM_001874	NP_001865	443
CPN1	NM_001308	NP_001299	458
CPN2	NM_001080513	NP_001073982	545
CPNE1	NM_003915	NP_003906	542
CPNE2	NM_152727	NP_689940	548
CPNE3	NM_003909	NP_003900	537
CPNE4	NM_130808	NP_570720	557
CPNE5	NM_020939	NP_065990	593
CPNE6	NM_006032	NP_006023	557
CPNE7	NM_014427	NP_055242	633
CPNE8	NM_153634	NP_705898	564
CPNE9	NM_153635	NP_705899	553
CPO	NM_173077	NP_775100	374
CPOX	NM_000097	NP_000088	454
CPPED1	NM_018340	NP_060810	314
CPQ	NM_016134	NP_057218	472
CPS1	NM_001122633	NP_001116105	1506
CPSF1	NM_013291	NP_037423	1443
CPSF2	NM_017437	NP_059133	782
CPSF3	NM_016207	NP_057291	684
CPSF3L	NM_001256456	NP_001243385	606
CPSF4	NM_006693	NP_006684	269
CPSF4L	NM_001129885	NP_001123357	179
CPSF6	NM_007007	NP_008938	551
CPSF7	NM_024811	NP_079087	514
CPT1A	NM_001876	NP_001867	773
CPT1B	NM_152245	NP_689451	772
CPT1C	NM_152359	NP_689572	803
CPT2	NM_000098	NP_000089	658
CPVL	NM_031311	NP_112601	476
CPXM1	NM_019609	NP_062555	734
CPXM2	NM_198148	NP_937791	756
CPZ	NM_001014447	NP_001014447	652
CR1	NM_000651	NP_000642	2489
CR1L	NM_175710	NP_783641	569
CR2	NM_001006658	NP_001006659	1092
CRABP1	NM_004378	NP_004369	137
CRABP2	NM_001878	NP_001869	138
CRADD	NM_003805	NP_003796	199
CRAMP1L	NM_020825	NP_065876	1269
CRAT	NM_000755	NP_000746	626
CRB1	NM_201253	NP_957705	1406
CRB2	NM_173689	NP_775960	1285
CRBN	NM_016302	NP_057386	442
CRCP	NM_014478	NP_055293	148
CREB1	NM_134442	NP_604391	341
CREB3	NM_006368	NP_006359	371
CREB3L1	NM_052854	NP_443086	519
CREB3L2	NM_194071	NP_919047	520
CREB3L3	NM_032607	NP_115996	461
CREB3L4	NM_130898	NP_570968	395
CREB5	NM_182898	NP_878901	508
CREBBP	NM_004380	NP_004371	2442
CREBL2	NM_001310	NP_001301	120
CREBRF	NM_153607	NP_705835	639
CREG1	NM_003851	NP_003842	220
CREG2	NM_153836	NP_722578	290
CRELD1	NM_001031717	NP_001026887	422
CRELD2	NM_001135101	NP_001128573	402
CREM	NM_181571	NP_853549	300
CRH	NM_000756	NP_000747	196
CRHBP	NM_001882	NP_001873	322
CRHR1	NM_001145146	NP_001138618	444
CRHR2	NM_001202475	NP_001189404	438
CRIM1	NM_016441	NP_057525	1036
CRIP1	NM_001311	NP_001302	77
CRIP2	NM_001270837	NP_001257766	282
CRIP3	NM_206922	NP_996805	204
CRIPT	NM_014171	NP_054890	101
CRISP1	NM_001131	NP_001122	249
CRISP2	NM_003296	NP_003287	243
CRISP3	NM_001190986	NP_001177915	268
CRISPLD1	NM_031461	NP_113649	500
CRISPLD2	NM_031476	NP_113664	497
CRK	NM_016823	NP_058431	304
CRKL	NM_005207	NP_005198	303
CRLF1	NM_004750	NP_004741	422
CRLF2	NM_022148	NP_071431	371
CRLF3	NM_015986	NP_057070	442
CRLS1	NM_019095	NP_061968	301
CRMP1	NM_001014809	NP_001014809	686
CRNKL1	NM_016652	NP_057736	848
CRNN	NM_016190	NP_057274	495
CROCC	NM_014675	NP_055490	2017
CROT	NM_001143935	NP_001137407	640
CRP	NM_000567	NP_000558	224
CRTAC1	NM_018058	NP_060528	661
CRTAM	NM_019604	NP_062550	393
CRTC1	NM_001098482	NP_001091952	650
CRTC2	NM_181715	NP_859066	693
CRTC3	NM_022769	NP_073606	619
CRX	NM_000554	NP_000545	299
CRY1	NM_004075	NP_004066	586
CRY2	NM_021117	NP_066940	614
CRYAA	NM_000394	NP_000385	173
CRYAB	NM_001885	NP_001876	175
CRYBA1	NM_005208	NP_005199	215
CRYBA2	NM_057093	NP_476434	197
CRYBA4	NM_001886	NP_001877	196
CRYBB1	NM_001887	NP_001878	252
CRYBB2	NM_000496	NP_000487	205
CRYBB3	NM_004076	NP_004067	211
CRYBG3	NM_153605	NP_705833	2970
CRYGA	NM_014617	NP_055432	174
CRYGB	NM_005210	NP_005201	175
CRYGC	NM_020989	NP_066269	174
CRYGD	NM_006891	NP_008822	174
CRYGN	NM_144727	NP_653328	182
CRYGS	NM_017541	NP_060011	178
CRYL1	NM_015974	NP_057058	319
CRYM	NM_001888	NP_001879	314
CRYZ	NM_001889	NP_001880	329
CRYZL1	NM_145858	NP_665857	349
CS	NM_004077	NP_004068	466
CSAD	NM_015989	NP_057073	520
CSDA	NM_003651	NP_003642	372
CSDC2	NM_014460	NP_055275	153
CSDE1	NM_001242891	NP_001229820	844
CSE1L	NM_001316	NP_001307	971
CSF1	NM_172212	NP_757351	554
CSF1R	NM_005211	NP_005202	972
CSF2	NM_000758	NP_000749	144
CSF2RA	NM_001161530	NP_001155002	434
CSF2RB	NM_000395	NP_000386	897
CSF3	NM_000759	NP_000750	207
CSF3R	NM_156039	NP_724781	863
CSGALNACT1	NM_018371	NP_060841	532
CSGALNACT2	NM_018590	NP_061060	542
CSH1	NM_001317	NP_001308	217
CSH2	NM_020991	NP_066271	217
CSHL1	NM_022579	NP_072101	222
CSK	NM_004383	NP_004374	450
CSMD1	NM_033225	NP_150094	3564
CSMD2	NM_052896	NP_443128	3487
CSMD3	NM_198123	NP_937756	3707
CSN3	NM_005212	NP_005203	182
CSNK1A1	NM_001025105	NP_001020276	365
CSNK1A1L	NM_145203	NP_660204	337
CSNK1D	NM_001893	NP_001884	415
CSNK1E	NM_001894	NP_001885	416
CSNK1G1	NM_022048	NP_071331	422
CSNK1G2	NM_001319	NP_001310	415
CSNK1G3	NM_001044723	NP_001038188	455
CSNK2A1	NM_177559	NP_808227	391
CSNK2A1P	NM_001256686	NP_001243615	391
CSNK2A2	NM_001896	NP_001887	350
CSNK2B	NM_001320	NP_001311	215
CSPG4	NM_001897	NP_001888	2322
CSPG5	NM_001206943	NP_001193872	566
CSRP1	NM_004078	NP_004069	193
CSRP2	NM_001321	NP_001312	193
CSRP2BP	NM_020536	NP_065397	782
CSRP3	NM_003476	NP_003467	194
CST1	NM_001898	NP_001889	141
CST11	NM_130794	NP_570612	138
CST2	NM_001322	NP_001313	141
CST3	NM_000099	NP_000090	146
CST4	NM_001899	NP_001890	141
CST5	NM_001900	NP_001891	142
CST6	NM_001323	NP_001314	149
CST7	NM_003650	NP_003641	145
CST8	NM_005492	NP_005483	142
CST9	NM_001008693	NP_001008693	159
CST9L	NM_080610	NP_542177	147
CSTA	NM_005213	NP_005204	98
CSTB	NM_000100	NP_000091	98
CSTF1	NM_001033521	NP_001028693	431
CSTF2	NM_001325	NP_001316	577
CSTF2T	NM_015235	NP_056050	616
CSTF3	NM_001326	NP_001317	717
CSTL1	NM_138283	NP_612140	145
CTAG1A	NM_139250	NP_640343	180
CTAG1B	NM_001327	NP_001318	180
CTAG2	NM_020994	NP_066274	210
CTAGE1	NM_172241	NP_758441	745
CTAGE15P	NM_001008747	NP_001008747	777
CTAGE4	NM_198495	NP_940897	777
CTAGE5	NM_001247989	NP_001234918	809
CTAGE6P	NM_178561	NP_848656	777
CTAGE9	NM_001145659	NP_001139131	777
CTBP1	NM_001328	NP_001319	440
CTBP2	NM_022802	NP_073713	985
CTBS	NM_004388	NP_004379	385
CTCF	NM_006565	NP_006556	727
CTCFL	NM_001269043	NP_001255972	700
CTDNEP1	NM_015343	NP_056158	244
CTDP1	NM_004715	NP_004706	961
CTDSP1	NM_021198	NP_067021	261
CTDSP2	NM_005730	NP_005721	271
CTDSPL	NM_001008392	NP_001008393	276
CTDSPL2	NM_016396	NP_057480	466
CTGF	NM_001901	NP_001892	349
CTH	NM_001902	NP_001893	405
CTHRC1	NM_138455	NP_612464	243
CTIF	NM_001142397	NP_001135869	600
